4	0.729194	0.116158	0.075389	1.144915	1.218882	0.002145	0.415557
9	0.184099	0.813203	0.075178	0.783327	1.030219	0.002178	-0.597209
14	0.383076	0.677400	0.060077	0.792050	0.960391	0.000000	-0.408974
19	0.408962	0.542251	0.053761	0.664849	0.896748	0.000000	-0.255887
24	0.194185	0.411118	0.039034	0.469337	0.825860	0.000000	-0.275152
29	0.300221	0.322849	0.039201	0.412898	0.761655	0.000000	-0.112677
34	0.165419	0.225728	0.029446	0.275344	0.699183	0.000000	-0.109924
39	0.212285	0.172404	0.029096	0.236087	0.649450	0.000043	-0.023790
44	0.184130	0.131082	0.025020	0.186329	0.615572	0.000285	-0.002161
49	0.202376	0.097818	0.023259	0.246300	0.581285	0.000508	0.043879
54	0.241048	0.082652	0.026320	0.699631	0.588208	0.000000	-0.458549
59	0.240929	0.067374	0.025955	0.342215	0.574468	0.000174	0.101281
64	0.215634	0.052847	0.023622	0.958294	0.576004	0.000000	-0.742622
69	0.381080	0.057937	0.044277	0.590055	0.564467	0.000602	0.208952
74	0.327260	0.048408	0.033464	0.425432	0.550578	0.000966	0.098058
79	0.252425	0.041879	0.042091	0.387220	0.547149	0.000271	0.134789
84	0.199886	0.022851	0.020930	1.017378	0.558585	0.000000	-0.817234
89	0.282483	0.033697	0.039382	0.440728	0.551353	0.000475	-0.158019
94	0.240482	0.020383	0.025270	0.388449	0.539471	0.000828	0.147953
99	0.207453	0.017706	0.025874	0.291002	0.529814	0.001384	0.083469
104	0.192259	0.026731	0.048058	0.300167	0.516332	0.001790	0.107863
109	0.119721	0.014619	0.026128	0.189060	0.504657	0.001970	0.069312
114	0.110700	0.017750	0.036312	0.597795	0.494476	0.001734	-0.485842
119	0.143723	0.015667	0.038669	0.275143	0.482129	0.001852	-0.130960
124	0.091091	0.017203	0.040015	0.143014	0.470867	0.001549	-0.051738
129	0.088884	0.009467	0.026517	0.129318	0.458701	0.001784	0.040396
134	0.081155	0.007917	0.020672	0.106980	0.446405	0.002001	0.025764
139	0.067830	0.005355	0.013863	0.109930	0.436947	0.002246	0.042088
144	0.101426	0.007350	0.021310	0.166236	0.427629	0.002297	0.064796
149	0.080383	0.005127	0.017646	0.106345	0.418465	0.002250	-0.025775
154	0.106960	0.008429	0.034004	0.200077	0.415978	0.001236	-0.092894
159	0.089633	0.004100	0.016839	0.138607	0.408776	0.001160	0.048959
164	0.095873	0.006430	0.027833	0.225192	0.400943	0.001235	-0.129052
169	0.072221	0.003424	0.016538	0.119274	0.393562	0.001140	0.047049
174	0.086893	0.005662	0.025711	0.139423	0.388087	0.001063	0.052521
179	0.068230	0.003729	0.023004	0.279127	0.382774	0.000823	-0.210631
184	0.087878	0.007093	0.036998	0.142280	0.378588	0.000621	0.054398
189	0.078009	0.004089	0.021029	0.120080	0.372341	0.000597	0.042063
194	0.107738	0.002226	0.013493	0.178609	0.367436	0.000952	0.070867
199	0.108152	0.003178	0.021614	0.174277	0.361759	0.001226	0.066114
204	0.090912	0.005470	0.033249	0.149078	0.356329	0.001484	0.058159
209	0.097272	0.003807	0.026468	0.162014	0.351729	0.001786	0.064736
214	0.075976	0.002328	0.019657	0.104299	0.346810	0.001821	0.028278
219	0.075094	0.003845	0.027825	0.123944	0.342483	0.001904	0.048843
224	0.104954	0.004190	0.032485	0.176022	0.339986	0.001660	0.071065
229	0.115724	0.006801	0.045415	0.189981	0.337369	0.001407	0.074248
234	0.070349	0.002478	0.023560	0.111850	0.332966	0.001656	0.041489
239	0.118245	0.005144	0.043210	0.195906	0.328855	0.001924	0.077651
244	0.067101	0.003183	0.032480	0.110903	0.324768	0.002181	0.043795
249	0.096433	0.001838	0.021471	0.162109	0.321302	0.002473	0.065672
254	0.119529	0.002195	0.025092	0.201008	0.318648	0.002846	0.081473
259	0.081260	0.001858	0.022743	0.126100	0.315463	0.003139	0.044803
264	0.101217	0.002262	0.020515	0.165243	0.312249	0.003424	0.064003
269	0.058737	0.002125	0.023835	0.097711	0.309169	0.003714	0.038966
274	0.115513	0.002549	0.035570	0.193829	0.306293	0.004014	0.078307
279	0.106197	0.002368	0.032425	0.172498	0.304353	0.003871	0.066270
284	0.114396	0.001364	0.021433	0.193017	0.301895	0.004203	0.078615
289	0.064820	0.001499	0.021327	0.102372	0.298923	0.004459	0.037517
294	0.076648	0.003020	0.036861	0.127297	0.295681	0.004648	0.050635
299	0.082460	0.001630	0.023701	0.138608	0.293361	0.004953	0.056140
304	0.073467	0.000871	0.015369	0.124071	0.290792	0.005230	0.050600
309	0.075489	0.001524	0.024926	0.121390	0.288896	0.005444	0.045863
314	0.064862	0.001081	0.019087	0.106501	0.286027	0.005654	0.041618
319	0.073378	0.001389	0.016412	0.123694	0.283552	0.005911	0.050310
324	0.151019	0.003027	0.044350	0.255448	0.281351	0.006185	0.104421
329	0.078943	0.001064	0.024064	0.133157	0.279021	0.006443	0.054207
334	0.102910	0.002041	0.034247	0.173326	0.276767	0.006703	0.070405
339	0.069344	0.003013	0.035609	0.070154	0.274140	0.006872	0.000478
344	0.102224	0.001021	0.021944	0.172794	0.272244	0.007161	0.070562
349	0.054291	0.001908	0.030530	0.089972	0.270292	0.007435	0.035664
354	0.099546	0.001652	0.032629	0.167535	0.268115	0.007670	0.067975
359	0.084514	0.003970	0.026921	0.141869	0.266325	0.007950	0.057340
364	0.070116	0.001911	0.033548	0.117315	0.264690	0.008247	0.047184
369	0.058159	0.002491	0.036879	0.096399	0.262730	0.008488	0.038219
374	0.075580	0.001107	0.024815	0.127418	0.260969	0.008755	0.051828
379	0.052716	0.000487	0.012607	0.089160	0.258894	0.008963	0.036440
384	0.062542	0.001591	0.030066	0.105577	0.257176	0.009218	0.043028
389	0.068350	0.001167	0.027001	0.115036	0.255449	0.009466	0.046675
394	0.096895	0.000928	0.030308	0.163972	0.253741	0.009712	0.067069
399	0.072453	0.001309	0.033900	0.120486	0.252378	0.009740	0.048006
404	0.072693	0.000816	0.024617	0.119723	0.250992	0.010023	0.046990
409	0.078027	0.000522	0.018892	0.132124	0.249715	0.010322	0.054092
414	0.062762	0.000975	0.027989	0.105735	0.248163	0.010566	0.042963
419	0.052571	0.000498	0.014530	0.088984	0.246382	0.010765	0.036409
424	0.083222	0.000655	0.024261	0.138116	0.244737	0.010980	0.054857
429	0.050265	0.001536	0.035209	0.083941	0.243370	0.011236	0.033659
434	0.060673	0.000845	0.024858	0.100786	0.241937	0.011475	0.040086
439	0.045844	0.001358	0.031806	0.076910	0.240722	0.011749	0.031054
444	0.065831	0.000664	0.020569	0.110897	0.239350	0.011986	0.045054
449	0.048024	0.001265	0.032441	0.080385	0.237802	0.012189	0.032345
454	0.051854	0.001549	0.032327	0.086462	0.236446	0.012416	0.034587
459	0.062996	0.002037	0.040549	0.105100	0.235302	0.012682	0.042079
